1159	['487', '454', '746']
1165	['15', '479', '478', '359', '359']
1038	['606', '411', '436']
1039	['308', '632', '355', '374']
1046	['19', '479', '478', '704']
1166	['737', '549', '322', '322', '651', '737', '651']
568	['545', '102', '39', '15']
569	['124', '106', '433']
751	['377', '327', '140']
750	['709', '618', '709', '632', '15']
757	['322', '322', '388']
737	['33', '399', '124', '282']
755	['132', '305', '439', '714']
754	['297', '313', '297', '355', '359', '359']
560	['84', '251', '675']
561	['665', '308']
562	['7', '144']
563	['7', '444', '140']
564	['144']
565	['62', '204', '746']
567	['655', '388', '573']
739	['707', '553', '664', '536', '321']
229	['26', '359', '632', '359']
228	['360']
227	['370', '535', '714']
226	['313', '359', '359']
225	['123', '412', '457', '359', '359']
224	['659', '33', '618', '355']
223	['115', '627', '720', '458']
222	['223', '98', '412', '651', '651']
221	['442', '324', '311', '460']
220	['627']
1001	['669', '313', '565']
1024	['58', '717', '618', '192']
1027	['737', '19', '444', '651', '737', '651']
1026	['717', '313', '632', '209']
1021	['341', '535', '572']
1020	['359', '359']
1023	['704', '445', '15']
1022	['7', '172', '108', '313']
1036	['235', '388']
1184	['184', '478', '359', '359']
1115	['370', '28']
1029	['27', '328']
391	['309', '239']
1180	['454', '746', '12']
1037	['563', '267', '217', '15']
726	['115', '466', '363']
727	['29']
724	['121', '618', '267', '684']
390	['440', '462', '433']
722	['659', '581', '180', '684', '321']
723	['26', '684', '217', '1']
720	['277', '292', '565']
721	['692', '684', '651', '651']
1160	['322', '322', '500', '548']
1035	['91']
1167	['192', '253', '407']
728	['709', '709', '21', '399', '590', '590', '439']
151	['199', '669', '528']
150	['408', '72', '9']
153	['297', '669', '308', '565', '297']
152	['412', '344', '416', '651', '651']
155	['115', '615']
154	['563', '514', '53']
157	['62']
156	['24']
159	['631', '548', '310', '740']
158	['341', '308', '313', '514']
609	['172', '202']
608	['412', '374', '359', '433', '359']
1161	['15', '295', '717', '172', '458']
634	['147', '433']
399	['115', '45', '457', '374']
635	['684', '209', '217']
749	['457', '62', '514', '741']
958	['665', '69', '45', '163']
398	['313', '209']
48	['108', '445', '160', '160']
49	['98', '460', '29', '72']
46	['322', '322', '548', '729', '729']
47	['121', '172', '313', '714']
44	['15', '704', '172', '192']
45	['322', '322', '333', '333', '740']
42	['213', '565', '528']
43	['704', '172', '684', '313']
40	['585']
41	['58', '204', '459']
1111	['412', '45', '651', '532', '458', '321', '651']
638	['115', '172', '615', '15']
1113	['386', '209', '29', '478']
1112	['454']
5	['709', '709', '590', '632', '374']
1114	['295', '313', '359', '704', '359']
1117	['487', '573', '489']
639	['228', '535']
1118	['341', '669']
1173	['313', '321']
1185	['585', '108']
1163	['437', '27', '386', '615']
489	['282', '313', '651', '651', '22']
487	['323', '19', '386', '160', '160']
486	['466', '325', '192', '305', '321']
485	['352', '580', '360', '98']
484	['737', '344', '412', '651', '737', '651']
483	['709', '709', '399', '444', '217', '319']
482	['7', '144']
481	['341', '313', '632', '359', '359']
480	['669', '213', '528']
955	['352', '72']
472	['45', '63']
470	['202', '308', '612']
471	['737', '549', '341', '651', '737', '651']
476	['24']
477	['388', '631', '573', '328', '321']
474	['312', '108', '436', '188']
475	['669', '213', '528']
478	['268', '63']
479	['15', '199', '58', '478']
