Course ID,Subject,Instructor ID,Start_1,Srt1 AM/PM,End 1,End 1 AMPM,Dec End Time,Days 1,Facil ID 1
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
194,LING,292,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
459,ARAB,7,8:30:00 AM, 8:30 AM,10:00:00 AM,10:00 AM,10,T H,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
459,ARAB,7,8:30:00 AM, 8:30 AM,10:00:00 AM,10:00 AM,10,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
459,ARAB,7,8:30:00 AM, 8:30 AM,10:00:00 AM,10:00 AM,10,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
459,ARAB,7,8:30:00 AM, 8:30 AM,10:00:00 AM,10:00 AM,10,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
459,ARAB,7,8:30:00 AM, 8:30 AM,10:00:00 AM,10:00 AM,10,T H,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
251,POLS,230,1:30:00 PM, 1:30 PM,4:00:00 PM, 4:00 PM,16,T,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
514,LING,292,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,13,T H,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
209,POLS,230,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
192,BIOL,26,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,STO10
445,POLS,88,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M W,STO10
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
573,BIOL,296,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
333,CHEM,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
573,BIOL,296,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M,SHAAUD
573,BIOL,296,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
573,BIOL,296,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
573,BIOL,296,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M,SHAAUD
573,BIOL,296,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M,SHAAUD
632,MATH,134,10:30:00 AM,10:30 AM,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
573,BIOL,296,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,16,M,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
333,BIOL,325,1:00:00 PM, 1:00 PM,2:00:00 PM, 2:00 PM,14,M,SHAAUD
651,BIOL,296,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD
737,CHEM,9,9:30:00 AM, 9:30 AM,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD
